run, planet, initiale, final e, mean e, min e, max e, sd e, initialpericenter, final pericenter, mean pericenter, min pericenter, max pericenter, sd pericenter, initialjacobi, final jacobi, mean jacobi, min jacobi, max jacobi, sd jacobi, initialmhr1, final mhr1, mean mhr1, min mhr1, max mhr1, sd mhr1, initialmhr2, final mhr2, mean mhr2, min mhr2, max mhr2, sd mhr2, initiala1_ratio, final a1_ratio, mean a1_ratio, min a1_ratio, max a1_ratio, sd a1_ratio, initiala2_ratio, final a2_ratio, mean a2_ratio, min a2_ratio, max a2_ratio, sd a2_ratio, initialmass1_ratio, final mass1_ratio, mean mass1_ratio, min mass1_ratio, max mass1_ratio, sd mass1_ratio, initialmass2_ratio, final mass2_ratio, mean mass2_ratio, min mass2_ratio, max mass2_ratio, sd mass2_ratio, end time, fate
1, 1, 0.0701205551129, 0.06903280181539999, 0.06961399419616666, 0.06903280181539999, 0.0701205551129, 0.00044719809229121595, 0.7363977725393172, 0.737377490360726, 0.7368433897400672, 0.7363977725393172, 0.737377490360726, 0.00040483226081557713, 0.847422596372, 0.822617311852, 0.8051681986603333, 0.745464687757, 0.847422596372, 0.04341434053142555, 0.038658433739528514, 0.0387037709373361, 0.03866971671335848, 0.038646945463210854, 0.0387037709373361, 2.4532464901646766e-05, 0.02448987647610315, 0.024036805766218035, 0.02438867663500664, 0.024036805766218035, 0.024639347662698725, 0.0002561838404116679, 0.5697788581582653, 0.5688750017181079, 0.5695723192627364, 0.5688750017181079, 0.570063097911836, 0.0005065483707817801, 0.4678048299098043, 0.4809768562028481, 0.47081558238768384, 0.46366506105039906, 0.4809768562028481, 0.007381193928373308, 0.11838955185745223, 0.11838955185745223, 0.11838955185745222, 0.11838955185745223, 0.11838955185745223, 1.3877787807814457e-17, 1.5977134918766829, 1.5977134918766829, 1.5977134918766829, 1.5977134918766829, 1.5977134918766829, 0.0, 217891.6626668, ejected
1, 2, 0.0827062717208, 0.0833491092533, 0.0834072949351, 0.0827062717208, 0.0841665038312, 0.0005975553721821982, 1.2749346136694164, 1.2762701493062565, 1.2745003900982417, 1.2722964073190526, 1.2762701493062565, 0.0016510741811599531, 1.50184362624, 1.34454852314, 1.3985266169666666, 1.34454852314, 1.50184362624, 0.0730807033258433, 0.0538908043200562, 0.053127481904273834, 0.05372076868100643, 0.053127481904273834, 0.05414401981868926, 0.00043206590683313726, 0.038658433739528514, 0.0387037709373361, 0.03866971671335848, 0.038646945463210854, 0.0387037709373361, 2.4532464901646766e-05, 0.8210287609159832, 0.8454877692818438, 0.8266246562030529, 0.8133574384113317, 0.8454877692818438, 0.013700974989881367, 1.7550668749492873, 1.7578554110829527, 1.7557046884211391, 1.7541917792311768, 1.7578554110829527, 0.0015621895115496237, 13.495392682965985, 13.495392682965985, 13.495392682965985, 13.495392682965985, 13.495392682965985, 0.0, 8.446691319552059, 8.446691319552059, 8.446691319552059, 8.446691319552059, 8.446691319552059, 0.0, 10000000.0, remaining
1, 3, 0.0826949626084, 0.0670019195064, 0.07969154370203334, 0.0670019195064, 0.0893777489913, 0.009378515523246755, 1.5528692693239423, 1.5364274848123547, 1.5482161326380683, 1.5364274848123547, 1.5553516437779076, 0.008397210207422049, 1.5835490006900002, 1.7498960380900002, 1.6841594644700002, 1.5835490006900002, 1.7498960380900002, 0.07224945385771925, 0.0538908043200562, 0.053127481904273834, 0.05372076868100643, 0.053127481904273834, 0.05414401981868926, 0.00043206590683313726, 0.02448987647610315, 0.024036805766218035, 0.02438867663500664, 0.024036805766218035, 0.024639347662698725, 0.0002561838404116679, 1.2179841286976927, 1.18274922042858, 1.2100683691707934, 1.18274922042858, 1.2294717583861074, 0.019878687497986686, 2.13764359849129, 2.0791021170845236, 2.124491655644541, 2.0791021170845236, 2.156729251357809, 0.03302749555904181, 0.07409936290792113, 0.07409936290792113, 0.07409936290792113, 0.07409936290792113, 0.07409936290792113, 0.0, 0.6258944454586752, 0.6258944454586752, 0.6258944454586752, 0.6258944454586752, 0.6258944454586752, 0.0, 1172627.2970951, central body collision
1, 4, 0.137077029901, 0.137080480346, 0.144135269397, 0.137077029901, 0.158248297944, 0.00997941828808073, 2.396786007417165, 2.3743453467625466, 2.3346823178980793, 2.2329155995145267, 2.396786007417165, 0.07254076803458842, 2.52382867199, 2.86844156763, 2.66688091426, 2.52382867199, 2.86844156763, 0.14664455345592475, 0.11570345700131003, 0.11585993737406972, 0.11499580113749903, 0.11342400903711738, 0.11585993737406972, 0.0011132592785394883, 0.0432449926977997, 0.04286648837610654, 0.042857106123537915, 0.042459837296707506, 0.0432449926977997, 0.00032060699822213096, 0.9942603465544189, 0.973273759404044, 0.9706733348005615, 0.9444858984432216, 0.9942603465544189, 0.02040335882940788, 0.9164450269344924, 0.9153713819488559, 0.9005068260226007, 0.8697040691844536, 0.9164450269344924, 0.021785248067003268, 0.01969296920538423, 0.01969296920538423, 0.01969296920538423, 0.01969296920538423, 0.01969296920538423, 0.0, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.0, 10000000.0, remaining
1, 5, 0.172354786684, 0.0889345094073, 0.14933120157543334, 0.0889345094073, 0.18670430863499998, 0.043106824778254865, 2.508389763356038, 2.7385826985658808, 2.5758737368501285, 2.4806487486284676, 2.7385826985658808, 0.11560866646145042, 2.83692481242, 2.9331385404000003, 3.0972418750900004, 2.83692481242, 3.52166227245, 0.3026700906205385, 0.08260801257868806, 0.12144317548729845, 0.09582010929253203, 0.08260801257868806, 0.12144317548729845, 0.018121195547882024, 0.1212623325632868, 0.04286648837610654, 0.09536932201599328, 0.04286648837610654, 0.12197914510858653, 0.03712626303323558, 0.9472046267469615, 1.063255612527357, 0.9838798806424002, 0.9411794026528821, 1.063255612527357, 0.05618099287452041, 1.0849099698649887, 1.0924527680458689, 1.087782703817215, 1.0849099698649887, 1.0924527680458689, 0.0033312908600415876, 0.1146391496214427, 0.027287058331392732, 0.08552178585809271, 0.027287058331392732, 0.1146391496214427, 0.041178170734680455, 0.027287058331392732, 1.3856243843580585, 0.480066167006948, 0.027287058331392732, 1.3856243843580585, 0.6403263562481717, 119419.1644012, ejected
1, 6, 0.143341146194, 0.137645367719, 0.13880723728966668, 0.135435197956, 0.143341146194, 0.0033305114782282044, 2.863772712084797, 2.8757077048961537, 2.8749074667646055, 2.863772712084797, 2.8852419833128646, 0.00878304000394976, 2.8820533282, 3.77764849171, 3.384908043643333, 2.8820533282, 3.77764849171, 0.3738239676064577, 0.24889138174041756, 0.252675831717148, 0.2506007545617846, 0.24889138174041756, 0.252675831717148, 0.0015664865467071175, 0.23971601977451304, 0.2384717718681144, 0.23947211205852345, 0.2384717718681144, 0.24022854453294287, 0.0007376452532265849, 1.0447770818110917, 1.0082573198116629, 1.0276015214256444, 1.0082573198116629, 1.0447770818110917, 0.014987784085877068, 1.1030109569874347, 1.1093857345513207, 1.1021746936011059, 1.0941273892645622, 1.1093857345513207, 0.0062571973257986154, 25.32656631980774, 25.32656631980774, 25.32656631980774, 25.32656631980774, 25.32656631980774, 0.0, 220.92423402860385, 220.92423402860385, 220.92423402860382, 220.92423402860385, 220.92423402860385, 2.842170943040401e-14, 10000000.0, remaining
1, 7, 0.142989694991, 0.184806730674, 0.16998080763533333, 0.142989694991, 0.184806730674, 0.019116484979107937, 2.394104792329758, 2.30461914192818, 2.3319214031900883, 2.2970402753123276, 2.394104792329758, 0.044079021604892576, 3.15173084879, 3.27987449793, 3.2502959990233333, 3.15173084879, 3.3192826503500004, 0.07152886247140225, 0.11570345700131003, 0.11585993737406972, 0.11499580113749903, 0.11342400903711738, 0.11585993737406972, 0.0011132592785394883, 0.1212623325632868, 0.12144317548729845, 0.12156155105305726, 0.1212623325632868, 0.12197914510858653, 0.00030437327653316766, 1.0057727872437754, 1.0274601470939904, 1.0306699971366882, 1.0057727872437754, 1.0587770570722985, 0.021757611817264884, 0.9217354690956012, 0.9405076147428008, 0.9276885995777735, 0.9208227148949185, 0.9405076147428008, 0.009072068577364817, 50.77954419014635, 50.77954419014635, 50.77954419014636, 50.77954419014635, 50.77954419014635, 7.105427357601002e-15, 36.64740947357956, 36.64740947357956, 36.64740947357956, 36.64740947357956, 36.64740947357956, 0.0, 405296.0871785, ejected
1, 8, 0.08764551381310001, 0.10383549680500001, 0.09273888068726666, 0.08673563144369999, 0.10383549680500001, 0.007855280110846494, 2.9192454584945695, 2.9639794924721214, 2.9476262248361347, 2.9192454584945695, 2.9639794924721214, 0.020145785213632326, 3.47561343328, 3.27946180921, 3.257442553383333, 3.0172524176599995, 3.47561343328, 0.18777174242577913, 0.24889138174041756, 0.252675831717148, 0.2506007545617846, 0.24889138174041756, 0.252675831717148, 0.0015664865467071175, 0.08260801257868806, 0.08370689209993065, 0.08324134816340942, 0.08260801257868806, 0.08370689209993065, 0.00046403992533392295, 0.9571419754599977, 0.9918103051181366, 0.9733475863603918, 0.9571419754599977, 0.9918103051181366, 0.01424299060897758, 1.0557380863249757, 1.1003002038790535, 1.0728449933960786, 1.0557380863249757, 1.1003002038790535, 0.01960886054574961, 0.03948423119710099, 0.03948423119710099, 0.03948423119710099, 0.03948423119710099, 0.03948423119710099, 0.0, 8.723023533427842, 8.723023533427842, 8.723023533427842, 8.723023533427842, 8.723023533427842, 0.0, 41035.391075, ejected
1, 9, 0.08686110612369999, 0.0881125117505, 0.08733083329489999, 0.08686110612369999, 0.0881125117505, 0.0005564705524259034, 5.422470203460822, 5.457567730634705, 5.439616540986513, 5.422470203460822, 5.457567730634705, 0.014339803430421178, 5.65939886771, 6.139987854990001, 5.897410630383334, 5.65939886771, 6.139987854990001, 0.1962261896480738, 0.10181393050496353, 0.10244118154226663, 0.10215431972224416, 0.10181393050496353, 0.10244118154226663, 0.0002588562698260432, 0.3489261333204391, 0.35036970597456546, 0.34957259484569586, 0.3489261333204391, 0.35036970597456546, 0.0005988861768521565, 1.0539130900166156, 1.0575619901967641, 1.054639548422351, 1.0524435650536728, 1.0575619901967641, 0.0021518016246554828, 1.7763547194624918, 1.7947296465204947, 1.785387916531078, 1.7763547194624918, 1.7947296465204947, 0.007504704325472974, 0.3453267916016678, 0.3453267916016678, 0.3453267916016678, 0.3453267916016678, 0.3453267916016678, 0.0, 0.0033003389313121237, 0.0033003389313121237, 0.0033003389313121232, 0.0033003389313121237, 0.0033003389313121237, 4.336808689942018e-19, 561651.3232788, ejected
1, 10, 0.0299384638547, 0.0302279675831, 0.030507130277033334, 0.0299384638547, 0.0313549593933, 0.0006110448755923531, 5.465813626042561, 5.4880959922346015, 5.478927044306392, 5.465813626042561, 5.4880959922346015, 0.009514728773520937, 5.803119892690001, 5.820914903669999, 5.817850529796668, 5.803119892690001, 5.82951679303, 0.01099217531751971, 0.10181393050496353, 0.10244118154226663, 0.10215431972224416, 0.10181393050496353, 0.10244118154226663, 0.0002588562698260432, 0.3382059635297754, 0.3388245145166043, 0.33866471443723295, 0.3382059635297754, 0.3389636652653191, 0.00032932256632549464, 0.9488448425896621, 0.9455710485717679, 0.9481952013378153, 0.9455710485717679, 0.9501697128520157, 0.001932779278255817, 1.6854850141717914, 1.6970443937632225, 1.6928859244260053, 1.6854850141717914, 1.6970443937632225, 0.005246578660413456, 2.8958077517295373, 2.8958077517295373, 2.8958077517295373, 2.8958077517295373, 2.8958077517295373, 0.0, 0.009557147060628424, 0.009557147060628424, 0.009557147060628424, 0.009557147060628424, 0.009557147060628424, 0.0, 10000000.0, remaining
